Datum,08.05.25
Uhrzeit,10:58:52
[Auftragsdaten]
Pruefauftragsnummer     ,824902015333.mpg
Kommentar1              ,
Kommentar2              ,
Kommentar3              ,
Kommentar4              ,
Fuelldruck              ,
Kunde                   ,VW
Kundennummer            ,
Typ                     ,TAREK
Teilenummer             ,
Fahrzeugachse           ,
VANummer                ,
Ventilbestnummer        ,
Oelsorte                ,
OelfuellmengeCCM        ,
OelfuellmengeG          ,
Montageart              ,
Kennzeichnung           ,
Prueflingstartnummer    ,1
Prueflinganzahl         ,1000
Auswerteverfahren       ,Produktion
Auswertefenster         ,50
Maximalkraft            ,1150
Kolbenstangendurchm     ,25
Pruefer                 ,
Einricht-Teil 1         ,
Einricht-Teil 2         ,
Einricht-Teil 3         ,
Einricht-Teil 4         ,
Einricht-Teil 5         ,
Einricht-Teil 6         ,
Einricht-Teil 7         ,
Einricht-Teil 8         ,
Einricht-Teil 9         ,
Einricht-Teil 10        ,
Greifposition           ,1300
Grundstellungsposition  ,1475
Ausziehposition         ,1325

[Messprogrammseite 1]
Zyklen,Hub,Mittelpos,Geschw,ZugOG-A1,ZugUG-A1,DruckOG-A1,DruckUG-A1
2,75,1310,0.262,0,0,0,0,4621242,4613528,4200380,4580856
0,4,10,0.005,0,0,1000,0,4621242,4613528,4200380,4580856
0,0,0,0.000,0,0,10000,0,4621242,4613528,4200380,4580856
1,75,1365,0.524,10000,0,10000,0,4621242,4613528,4200380,4580856
0,50,1315,0.050,290,190,610,450,4621242,4613528,4200380,4580856
1,50,1310,0.100,520,380,830,640,4621242,4613528,4200380,4580856
0,50,1315,0.200,760,580,1060,830,4621242,4613528,4200380,4580856
0,50,1315,0.300,940,730,1260,980,4621242,4613528,4200380,4580856
1,75,1310,0.400,1100,850,1420,1110,4621242,4613528,4200380,4580856
# QSStat

Datum,Uhrzeit,Achse,Bewertung,Nummer,Reibung,Ask,Temp,Barcode,Ventil,ZugV1,DruckV1,ZugV2,DruckV2,ZugV3,DruckV3,ZugV4,DruckV4,ZugV5,DruckV5,ZugV6,DruckV6,ZugV7,DruckV7,ZugV8,DruckV8,ZugV9,DruckV9,ZugV10,DruckV10
08.05.25,10:58:52,A1,IO,1,0,0,0, ,VE1,1439,1410,   0,   0, 404, 693,   0,   0,   0,   0, 945,1268,   0,   0,   0,   0,   0,   0,   0,   0,
08.05.25,11:01:25,A1,IO,2,0,0,0, ,VE1,1508,1377,   0,   0, 402, 723,   0,   0,   0,   0, 923,1241,   0,   0,   0,   0,   0,   0,   0,   0,
08.05.25,11:01:44,A1,IO,3,0,0,0, ,VE1,1570,1390,   0,   0, 441, 722,   0,   0,   0,   0, 991,1249,   0,   0,   0,   0,   0,   0,   0,   0,
08.05.25,11:11:13,A1,NIO,4,0,0,0, ,VE1,1245,1429,   0,   0, 211, 695,   0,   0,   0,   0, 484,1270,   0,   0,   0,   0,   0,   0,   0,   0,
08.05.25,11:15:49,A1,IO,5,0,0,0, ,VE1,1365,1403,   0,   0, 391, 678,   0,   0,   0,   0, 899,1245,   0,   0,   0,   0,   0,   0,   0,   0,
08.05.25,11:18:40,A1,IO,6,0,0,0, ,VE1,1663,1432,   0,   0, 395, 747,   0,   0,   0,   0, 910,1289,   0,   0,   0,   0,   0,   0,   0,   0,
08.05.25,11:19:00,A1,IO,7,0,0,0, ,VE1,1585,1393,   0,   0, 419, 697,   0,   0,   0,   0, 961,1252,   0,   0,   0,   0,   0,   0,   0,   0,
08.05.25,11:19:18,A1,IO,8,0,0,0, ,VE1,1506,1426,   0,   0, 420, 692,   0,   0,   0,   0, 926,1266,   0,   0,   0,   0,   0,   0,   0,   0,
08.05.25,11:19:38,A1,IO,9,0,0,0, ,VE1,1566,1420,   0,   0, 421, 744,   0,   0,   0,   0, 928,1277,   0,   0,   0,   0,   0,   0,   0,   0,
08.05.25,11:20:37,A1,IO,10,0,0,0, ,VE1,1640,1420,   0,   0, 423, 696,   0,   0,   0,   0, 951,1276,   0,   0,   0,   0,   0,   0,   0,   0,
08.05.25,11:21:41,A1,NIO,11,0,0,0, ,VE1,8297,1425,   0,   0, 658, 701,   0,   0,   0,   0,6288,1281,   0,   0,   0,   0,   0,   0,   0,   0,
08.05.25,11:22:02,A1,IO,12,0,0,0, ,VE1,1511,1425,   0,   0, 461, 743,   0,   0,   0,   0, 995,1283,   0,   0,   0,   0,   0,   0,   0,   0,
08.05.25,11:22:19,A1,IO,13,0,0,0, ,VE1,1744,1434,   0,   0, 420, 718,   0,   0,   0,   0, 950,1290,   0,   0,   0,   0,   0,   0,   0,   0,
